ID,y
0,1
1,1
2,1
3,1
4,4
5,3
6,3
7,1
8,4
9,4
10,4
11,1
12,1
13,1
14,3
15,3
16,1
17,3
18,4
19,4
20,1
21,1
22,4
23,1
24,4
25,3
26,1
27,3
28,1
29,1
30,4
31,4
32,1
33,3
34,4
35,4
36,1
37,1
38,3
39,3
40,3
41,0
42,1
43,4
44,4
45,4
46,3
47,1
48,1
49,3
50,4
51,4
52,1
53,1
54,1
55,4
56,4
57,3
58,3
59,3
60,1
61,4
62,3
63,1
64,4
65,1
66,4
67,1
68,1
69,1
70,4
71,1
72,3
73,1
74,4
75,3
76,1
77,1
78,1
79,4
80,4
81,3
82,1
83,3
84,4
85,4
86,3
87,1
88,4
89,4
90,4
91,4
92,4
93,4
94,4
95,4
96,4
97,3
98,1
99,3
100,1
101,1
102,3
103,1
104,4
105,4
106,4
107,3
108,3
109,4
110,4
111,1
112,4
113,3
114,1
115,1
116,4
117,3
118,4
119,4
120,4
121,3
122,3
123,3
124,3
125,1
126,4
127,1
128,3
129,1
130,4
131,3
132,1
133,4
134,1
135,4
136,4
137,4
138,4
139,4
140,1
141,1
142,4
143,4
144,1
145,3
146,1
147,4
148,4
149,4
150,4
151,1
152,4
153,3
154,0
155,3
156,4
157,1
158,4
159,4
160,1
161,1
162,1
163,3
164,1
165,4
166,3
167,4
168,0
169,1
170,1
171,3
172,1
173,4
174,4
175,1
176,4
177,4
178,4
179,4
180,3
181,4
182,3
183,4
184,3
185,3
186,1
187,1
188,4
189,4
190,3
191,1
192,1
193,1
194,1
195,3
196,3
197,4
198,4
199,3
200,4
201,3
202,4
203,4
204,4
205,2
206,1
207,0
208,3
209,1
210,4
211,1
212,1
213,1
214,4
215,1
216,3
217,3
218,1
219,1
220,3
221,4
222,3
223,1
224,4
225,4
226,3
227,4
228,4
229,1
230,1
231,4
232,4
233,0
234,3
235,4
236,3
237,3
238,3
239,1
240,4
241,4
242,4
243,1
244,4
245,1
246,1
247,4
248,1
249,1
250,4
251,3
252,1
253,4
254,4
255,3
256,1
257,1
258,4
259,3
260,1
261,3
262,3
263,1
264,1
265,4
266,1
267,4
268,4
269,4
270,4
271,4
272,1
273,4
274,1
275,1
276,1
277,4
278,4
279,1
280,4
281,3
282,3
283,1
284,4
285,3
286,3
287,3
288,1
289,4
290,4
291,4
292,3
293,1
294,4
295,1
296,4
297,3
298,1
299,1
300,4
301,1
302,4
303,4
304,2
305,3
306,1
307,3
308,4
309,3
310,4
311,1
312,4
313,1
314,4
315,0
316,1
317,3
318,4
319,4
320,3
321,4
322,3
323,1
324,1
325,3
326,4
327,3
328,4
329,3
330,1
331,4
332,1
333,4
334,3
335,4
336,4
337,4
338,4
339,1
340,3
341,1
342,4
343,4
344,4
345,2
346,1
347,4
348,1
349,3
350,0
351,0
352,3
353,4
354,3
355,4
356,4
357,4
358,1
359,1
360,3
361,3
362,4
363,1
364,1
365,4
366,1
367,1
368,4
369,1
370,3
371,3
372,3
373,4
374,3
375,4
376,3
377,4
378,3
379,4
380,3
381,1
382,4
383,4
384,1
385,4
386,4
387,0
388,0
389,0
390,1
391,1
392,3
393,4
394,1
395,3
396,3
397,4
398,4
399,2
400,1
401,4
402,1
403,4
404,1
405,1
406,3
407,3
408,4
409,4
410,4
411,3
412,4
413,1
414,4
415,4
416,1
417,1
418,4
419,1
420,1
421,1
422,3
423,4
424,1
425,1
426,4
427,4
428,4
429,1
430,1
431,4
432,4
433,3
434,1
435,3
436,4
437,3
438,3
439,3
440,4
441,1
442,3
443,3
444,3
445,1
446,3
447,1
448,3
449,4
450,1
451,1
452,1
453,4
454,3
455,4
456,3
457,3
458,3
459,3
460,3
461,3
462,1
463,4
464,1
465,0
466,4
467,4
468,1
469,1
470,1
471,4
472,1
473,3
474,1
475,3
476,1
477,1
478,1
479,3
480,3
481,4
482,1
483,4
484,3
485,3
486,1
487,4
488,1
489,1
490,4
491,1
492,4
493,2
