ID,y
0,1
1,1
2,1
3,3
4,4
5,0
6,0
7,1
8,4
9,2
10,4
11,3
12,3
13,1
14,0
15,0
16,1
17,0
18,4
19,4
20,3
21,3
22,4
23,3
24,4
25,0
26,1
27,0
28,3
29,2
30,2
31,2
32,1
33,0
34,2
35,4
36,3
37,3
38,1
39,0
40,0
41,2
42,1
43,2
44,4
45,4
46,0
47,3
48,3
49,0
50,4
51,2
52,1
53,3
54,3
55,4
56,4
57,0
58,0
59,0
60,3
61,4
62,0
63,1
64,4
65,1
66,4
67,1
68,3
69,3
70,4
71,3
72,0
73,1
74,4
75,0
76,1
77,1
78,1
79,2
80,4
81,0
82,3
83,0
84,4
85,4
86,0
87,1
88,4
89,4
90,4
91,0
92,4
93,4
94,4
95,4
96,2
97,0
98,1
99,0
100,1
101,1
102,0
103,1
104,4
105,2
106,4
107,0
108,0
109,2
110,4
111,3
112,4
113,0
114,1
115,1
116,2
117,0
118,2
119,0
120,2
121,0
122,0
123,0
124,0
125,3
126,4
127,1
128,0
129,1
130,2
131,0
132,1
133,2
134,3
135,4
136,4
137,4
138,4
139,4
140,3
141,3
142,4
143,4
144,3
145,0
146,1
147,2
148,4
149,4
150,2
151,1
152,4
153,0
154,4
155,0
156,4
157,1
158,4
159,2
160,1
161,3
162,3
163,0
164,3
165,4
166,0
167,4
168,2
169,3
170,1
171,0
172,3
173,4
174,4
175,3
176,4
177,2
178,4
179,4
180,0
181,4
182,0
183,4
184,0
185,0
186,1
187,3
188,4
189,4
190,0
191,1
192,3
193,1
194,3
195,0
196,0
197,4
198,4
199,0
200,4
201,0
202,2
203,4
204,1
205,1
206,3
207,4
208,0
209,3
210,2
211,1
212,1
213,3
214,4
215,1
216,0
217,0
218,3
219,1
220,0
221,4
222,0
223,3
224,1
225,4
226,0
227,2
228,2
229,3
230,3
231,4
232,4
233,4
234,0
235,4
236,0
237,0
238,0
239,1
240,4
241,4
242,2
243,1
244,2
245,3
246,3
247,2
248,1
249,1
250,2
251,0
252,1
253,4
254,4
255,0
256,3
257,1
258,2
259,0
260,1
261,0
262,0
263,1
264,1
265,4
266,2
267,2
268,2
269,2
270,2
271,4
272,3
273,4
274,1
275,1
276,3
277,4
278,2
279,1
280,4
281,0
282,0
283,3
284,2
285,0
286,3
287,0
288,3
289,4
290,4
291,4
292,0
293,1
294,4
295,1
296,2
297,0
298,3
299,3
300,2
301,3
302,4
303,4
304,4
305,0
306,1
307,0
308,4
309,0
310,4
311,1
312,2
313,1
314,4
315,4
316,1
317,0
318,4
319,4
320,0
321,4
322,0
323,3
324,1
325,0
326,4
327,0
328,4
329,0
330,3
331,4
332,1
333,2
334,0
335,4
336,4
337,4
338,2
339,1
340,0
341,1
342,2
343,4
344,2
345,3
346,3
347,4
348,3
349,0
350,2
351,2
352,0
353,2
354,0
355,4
356,2
357,4
358,1
359,1
360,0
361,0
362,4
363,2
364,3
365,2
366,3
367,1
368,4
369,3
370,0
371,0
372,0
373,4
374,0
375,2
376,0
377,2
378,0
379,4
380,0
381,0
382,4
383,2
384,3
385,4
386,4
387,4
388,4
389,2
390,3
391,3
392,0
393,2
394,1
395,0
396,0
397,4
398,2
399,4
400,1
401,4
402,3
403,4
404,3
405,3
406,0
407,0
408,4
409,4
410,4
411,0
412,4
413,1
414,2
415,4
416,3
417,1
418,2
419,3
420,1
421,1
422,0
423,4
424,1
425,3
426,0
427,4
428,2
429,1
430,3
431,2
432,4
433,0
434,1
435,0
436,2
437,0
438,0
439,0
440,4
441,3
442,0
443,0
444,0
445,1
446,0
447,1
448,0
449,2
450,3
451,1
452,3
453,4
454,0
455,4
456,0
457,0
458,0
459,0
460,0
461,0
462,1
463,4
464,3
465,4
466,4
467,4
468,2
469,1
470,1
471,2
472,1
473,0
474,3
475,0
476,3
477,1
478,3
479,0
480,0
481,2
482,3
483,4
484,0
485,0
486,3
487,4
488,3
489,1
490,2
491,1
492,3
493,3
